all_cases,all_deaths,cases,confirmed_cases,deaths,display_name,first,geoid,hierarchy,last,latest,latest_cases,latest_deaths,length,link,long_name,nyt_abbr,population,recovered,region_type
"[1, 4, 4, 4, 5, 8, 10, 12, 12, 12, 12, 13, 13, 14, 14, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 27, 46, 48, 79, 130, 159, 196, 262, 482, 670, 799, 1040, 1176, 1565, 1966, 2369, 3675, 3795, 4838, 6012, 7156, 8198, 10999, 13957, 16662, 18610, 22672, 27436, 31554, 36508, 42288, 48582, 52547, 57298, 61913, 67366, 73522, 79696, 85778, 91714, 95391, 99225, 103228, 108202, 113525, 117658, 120479, 123016, 125098, 127584, 130450, 133830, 137439, 141672, 143457, 145694, 148046, 150383, 152438, 154175, 155193, 156337, 157641, 159119, 160758, 161703, 162496, 163175, 163860, 164807, 166091, 167300, 168551, 169218, 169575, 170508, 171306, 172239, 173152, 173772, 174355, 174697, 174697, 176007, 176752, 177212, 177850, 178281, 178570, 179002, 179364, 179717, 180458, 181196, 181482, 181815, 182028, 182370, 182764, 183271, 183678, 183979, 184193, 184193, 184861, 185416, 185674, 186022, 186269, 186461, 186839, 187184, 187764, 188534, 189135, 189822, 190359, 190862, 191449, 192079, 192556, 193243, 193499, 193761, 194259, 194725, 195228, 195674, 196096, 196335, 196554, 196944, 197341, 197783, 198178, 198556, 198804, 198963, 198963, 199375, 200260, 200843, 201372, 201574, 201823, 201823]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 5, 7, 8, 12, 13, 12, 12, 20, 31, 46, 55, 86, 114, 149, 198, 253, 325, 389, 455, 583, 732, 872, 1017, 1158, 1342, 1434, 1607, 1861, 2107, 2373, 2544, 2673, 2799, 2969, 3254, 3569, 3868, 4110, 4404, 4598, 4879, 5094, 5321, 5500, 5640, 5750, 5913, 6115, 6288, 6481, 6575, 6649, 6692, 6831, 6996, 7119, 7266, 7369, 7395, 7417, 7533, 7634, 7723, 7824, 7881, 7914, 7935, 7935, 8090, 8147, 8174, 8216, 8247, 8257, 8302, 8349, 8411, 8450, 8489, 8500, 8511, 8522, 8551, 8581, 8613, 8646, 8668, 8674, 8674, 8729, 8755, 8763, 8781, 8787, 8791, 8800, 8830, 8856, 8872, 8883, 8882, 8885, 8895, 8914, 8927, 8948, 8954, 8957, 8961, 8973, 8985, 8994, 9003, 9010, 9012, 9016, 9024, 9036, 9048, 9054, 9060, 9063, 9064, 9064, 9068, 9078, 9082, 9083, 9084, 9086, 9086]","[1, 4, 4, 4, 5, 8, 10, 12, 12, 12, 12, 13, 13, 14, 14, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 27, 46, 48, 79, 130, 159, 196, 262, 482, 670, 799, 1040, 1176, 1565, 1966, 2369, 3675, 3795, 4838, 6012, 7156, 8198, 10999, 13957, 16662, 18610, 22672, 27436, 31554, 36508, 42288, 48582, 52547, 57298, 61913, 67366, 73522, 79696, 85778, 91714, 95391, 99225, 103228, 108202, 113525, 117658, 120479, 123016, 125098, 127584, 130450, 133830, 137439, 141672, 143457, 145694, 148046, 150383, 152438, 154175, 155193, 156337, 157641, 159119, 160758, 161703, 162496, 163175, 163860, 164807, 166091, 167300, 168551, 169218, 169575, 170508, 171306, 172239, 173152, 173772, 174355, 174697, 174697, 176007, 176752, 177212, 177850, 178281, 178570, 179002, 179364, 179717, 180458, 181196, 181482, 181815, 182028, 182370, 182764, 183271, 183678, 183979, 184193, 184193, 184861, 185416, 185674, 186022, 186269, 186461, 186839, 187184, 187764, 188534, 189135, 189822, 190359, 190862, 191449, 192079, 192556, 193243, 193499, 193761, 194259, 194725, 195228, 195674, 196096, 196335, 196554, 196944, 197341, 197783, 198178, 198556, 198804, 198963, 198963, 199375, 200260, 200843, 201372, 201574, 201823, 201823]","[1, 4, 4, 4, 5, 8, 10, 12, 12, 12, 12, 13, 13, 14, 14, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 27, 46, 48, 79, 130, 159, 196, 262, 482, 670, 799, 1040, 1176, 1565, 1966, 2369, 3675, 3795, 4838, 6012, 7156, 8198, 10999, 13957, 16662, 18610, 22672, 27436, 31554, 36508, 42288, 48582, 52547, 57298, 61913, 67366, 73522, 79696, 85778, 91714, 95391, 99225, 103228, 108202, 113525, 117658, 120479, 123016, 125098, 127584, 130450, 133830, 137439, 141672, 143457, 145694, 148046, 150383, 152438, 154175, 155193, 156337, 157641, 159119, 160758, 161703, 162496, 163175, 163860, 164807, 166091, 167300, 168551, 169218, 169575, 170508, 171306, 172239, 173152, 173772, 174355, 174697, 174697, 176007, 176752, 177212, 177850, 178281, 178570, 179002, 179364, 179717, 180458, 181196, 181482, 181815, 182028, 182370, 182764, 183271, 183678, 183979, 184193, 184193, 184861, 185416, 185674, 186022, 186269, 186461, 186839, 187184, 187764, 188534, 189135, 189822, 190359, 190862, 191449, 192079, 192556, 193243, 193499, 193761, 194259, 194725, 195228, 195674, 196096, 196335, 196554, 196944, 197341, 197783, 198178, 198556, 198804, 198963, 198963, 199375, 200260, 200843, 201372, 201574, 201823, 201823]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 5, 7, 8, 12, 13, 12, 12, 20, 31, 46, 55, 86, 114, 149, 198, 253, 325, 389, 455, 583, 732, 872, 1017, 1158, 1342, 1434, 1607, 1861, 2107, 2373, 2544, 2673, 2799, 2969, 3254, 3569, 3868, 4110, 4404, 4598, 4879, 5094, 5321, 5500, 5640, 5750, 5913, 6115, 6288, 6481, 6575, 6649, 6692, 6831, 6996, 7119, 7266, 7369, 7395, 7417, 7533, 7634, 7723, 7824, 7881, 7914, 7935, 7935, 8090, 8147, 8174, 8216, 8247, 8257, 8302, 8349, 8411, 8450, 8489, 8500, 8511, 8522, 8551, 8581, 8613, 8646, 8668, 8674, 8674, 8729, 8755, 8763, 8781, 8787, 8791, 8800, 8830, 8856, 8872, 8883, 8882, 8885, 8895, 8914, 8927, 8948, 8954, 8957, 8961, 8973, 8985, 8994, 9003, 9010, 9012, 9016, 9024, 9036, 9048, 9054, 9060, 9063, 9064, 9064, 9068, 9078, 9082, 9083, 9084, 9086, 9086]",Germany,2020-01-27,DEU,['NYT-World'],2020-07-19,201823,201823,9086,176.0,https://www.nytimes.com/interactive/2020/world/europe/germany-coronavirus-cases.html,,,82927922.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 12, 12, 12, 14, 14, 14, 14, 14, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 18, 18, 18, 18, 25, 25, 46, 46, 46, 67, 67, 105, 113, 180, 233, 266, 453, 3243, 3547, 5673, 6658, 8481, 8481, 13500, 16100, 18700, 22440, 24575, 26400, 28700, 28700, 36081, 46300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",country
"[23617, 23617, 24078, 24570, 25040, 25438, 25881, 26543, 27258, 28253, 28712, 28898, 29443, 29792, 30169, 30761, 31043, 31196, 31336, 31609, 31609, 32146, 32291, 32411, 32482, 32576, 32762, 32898, 33105, 33287, 33190, 33359, 33518, 33670, 33851, 33893, 33950, 34000, 34000, 34115, 34175, 34174, 34345, 34399, 34431, 34466, 34500, 34129, 34479, 34718, 34718, 34784, 34796, 34813, 34830, 34870, 34898, 34912, 34937, 34937, 34965, 35002, 35057, 35090, 35090, 35090, 35150, 35177, 35218, 35236, 35272, 35272, 35272, 35365, 35409, 35446, 35476, 35530, 35530, 35530, 35620, 35694, 35744, 35771, 35807, 35807, 35807, 35862, 35890, 35942, 35990, 36041, 36041, 36041, 36041, 36162, 36227, 36264, 36342, 36342, 36342, 36342]","[622, 622, 649, 677, 711, 767, 802, 872, 919, 982, 1031, 1063, 1113, 1153, 1189, 1237, 1249, 1269, 1299, 1353, 1353, 1402, 1412, 1421, 1452, 1481, 1497, 1515, 1534, 1542, 1545, 1568, 1594, 1608, 1628, 1644, 1648, 1652, 1652, 1672, 1680, 1680, 1692, 1697, 1698, 1707, 1724, 1724, 1743, 1748, 1748, 1752, 1758, 1760, 1761, 1778, 1790, 1791, 1791, 1791, 1798, 1801, 1802, 1805, 1805, 1805, 1808, 1811, 1816, 1821, 1824, 1824, 1824, 1826, 1826, 1827, 1830, 1829, 1829, 1829, 1830, 1838, 1838, 1839, 1837, 1837, 1837, 1837, 1837, 1838, 1837, 1837, 1837, 1837, 1837, 1838, 1838, 1839, 1838, 1838, 1838, 1838]","[23617, 23617, 24078, 24570, 25040, 25438, 25881, 26543, 27258, 28253, 28712, 28898, 29443, 29792, 30169, 30761, 31043, 31196, 31336, 31609, 31609, 32146, 32291, 32411, 32482, 32576, 32762, 32898, 33105, 33287, 33190, 33359, 33518, 33670, 33851, 33893, 33950, 34000, 34000, 34115, 34175, 34174, 34345, 34399, 34431, 34466, 34500, 34129, 34479, 34718, 34718, 34784, 34796, 34813, 34830, 34870, 34898, 34912, 34937, 34937, 34965, 35002, 35057, 35090, 35090, 35090, 35150, 35177, 35218, 35236, 35272, 35272, 35272, 35365, 35409, 35446, 35476, 35530, 35530, 35530, 35620, 35694, 35744, 35771, 35807, 35807, 35807, 35862, 35890, 35942, 35990, 36041, 36041, 36041, 36041, 36162, 36227, 36264, 36342, 36342, 36342, 36342]","[23617, 23617, 24078, 24570, 25040, 25438, 25881, 26543, 27258, 28253, 28712, 28898, 29443, 29792, 30169, 30761, 31043, 31196, 31336, 31609, 31609, 32146, 32291, 32411, 32482, 32576, 32762, 32898, 33105, 33287, 33190, 33359, 33518, 33670, 33851, 33893, 33950, 34000, 34000, 34115, 34175, 34174, 34345, 34399, 34431, 34466, 34500, 34129, 34479, 34718, 34718, 34784, 34796, 34813, 34830, 34870, 34898, 34912, 34937, 34937, 34965, 35002, 35057, 35090, 35090, 35090, 35150, 35177, 35218, 35236, 35272, 35272, 35272, 35365, 35409, 35446, 35476, 35530, 35530, 35530, 35620, 35694, 35744, 35771, 35807, 35807, 35807, 35862, 35890, 35942, 35990, 36041, 36041, 36041, 36041, 36162, 36227, 36264, 36342, 36342, 36342, 36342]","[622, 622, 649, 677, 711, 767, 802, 872, 919, 982, 1031, 1063, 1113, 1153, 1189, 1237, 1249, 1269, 1299, 1353, 1353, 1402, 1412, 1421, 1452, 1481, 1497, 1515, 1534, 1542, 1545, 1568, 1594, 1608, 1628, 1644, 1648, 1652, 1652, 1672, 1680, 1680, 1692, 1697, 1698, 1707, 1724, 1724, 1743, 1748, 1748, 1752, 1758, 1760, 1761, 1778, 1790, 1791, 1791, 1791, 1798, 1801, 1802, 1805, 1805, 1805, 1808, 1811, 1816, 1821, 1824, 1824, 1824, 1826, 1826, 1827, 1830, 1829, 1829, 1829, 1830, 1838, 1838, 1839, 1837, 1837, 1837, 1837, 1837, 1838, 1837, 1837, 1837, 1837, 1837, 1838, 1838, 1839, 1838, 1838, 1838, 1838]",Baden-WÃ¼rttemberg,2020-04-10,DEU-BW,"['NYT-World', 'DEU']",2020-07-19,36342,36342,1838,102.0,,,,11069533.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",state
"[31453, 31453, 32282, 33015, 33569, 34294, 35142, 36027, 36881, 37849, 38310, 38814, 39395, 39939, 40547, 40912, 41070, 41406, 41830, 42080, 42080, 42658, 42792, 42997, 43162, 43371, 43658, 43905, 44169, 44265, 44368, 44593, 44802, 44980, 45143, 45340, 45427, 45507, 45507, 45766, 45929, 46024, 46132, 46206, 46326, 46456, 46458, 46729, 46809, 46854, 46917, 47004, 47029, 47138, 47209, 47268, 47326, 47334, 47371, 47371, 47479, 47536, 47574, 47612, 47626, 47642, 47690, 47710, 47747, 47799, 47827, 47843, 47867, 47894, 47995, 48122, 48202, 48262, 48294, 48344, 48400, 48480, 48547, 48587, 48655, 48665, 48744, 48852, 48953, 49023, 49086, 49184, 49204, 49273, 49273, 49427, 49538, 49631, 49702, 49710, 49775, 49775]","[747, 747, 786, 820, 872, 954, 1049, 1137, 1198, 1286, 1336, 1424, 1476, 1525, 1566, 1596, 1621, 1681, 1754, 1799, 1799, 1885, 1910, 1926, 1949, 2001, 2050, 2114, 2147, 2153, 2155, 2182, 2209, 2229, 2260, 2273, 2283, 2287, 2287, 2339, 2348, 2358, 2367, 2377, 2382, 2401, 2404, 2438, 2441, 2450, 2450, 2451, 2456, 2466, 2479, 2481, 2489, 2501, 2505, 2505, 2531, 2536, 2538, 2540, 2541, 2541, 2540, 2546, 2556, 2562, 2566, 2565, 2567, 2571, 2578, 2583, 2594, 2591, 2592, 2592, 2594, 2594, 2597, 2598, 2600, 2600, 2600, 2606, 2607, 2609, 2610, 2612, 2612, 2612, 2612, 2613, 2613, 2616, 2616, 2616, 2616, 2616]","[31453, 31453, 32282, 33015, 33569, 34294, 35142, 36027, 36881, 37849, 38310, 38814, 39395, 39939, 40547, 40912, 41070, 41406, 41830, 42080, 42080, 42658, 42792, 42997, 43162, 43371, 43658, 43905, 44169, 44265, 44368, 44593, 44802, 44980, 45143, 45340, 45427, 45507, 45507, 45766, 45929, 46024, 46132, 46206, 46326, 46456, 46458, 46729, 46809, 46854, 46917, 47004, 47029, 47138, 47209, 47268, 47326, 47334, 47371, 47371, 47479, 47536, 47574, 47612, 47626, 47642, 47690, 47710, 47747, 47799, 47827, 47843, 47867, 47894, 47995, 48122, 48202, 48262, 48294, 48344, 48400, 48480, 48547, 48587, 48655, 48665, 48744, 48852, 48953, 49023, 49086, 49184, 49204, 49273, 49273, 49427, 49538, 49631, 49702, 49710, 49775, 49775]","[31453, 31453, 32282, 33015, 33569, 34294, 35142, 36027, 36881, 37849, 38310, 38814, 39395, 39939, 40547, 40912, 41070, 41406, 41830, 42080, 42080, 42658, 42792, 42997, 43162, 43371, 43658, 43905, 44169, 44265, 44368, 44593, 44802, 44980, 45143, 45340, 45427, 45507, 45507, 45766, 45929, 46024, 46132, 46206, 46326, 46456, 46458, 46729, 46809, 46854, 46917, 47004, 47029, 47138, 47209, 47268, 47326, 47334, 47371, 47371, 47479, 47536, 47574, 47612, 47626, 47642, 47690, 47710, 47747, 47799, 47827, 47843, 47867, 47894, 47995, 48122, 48202, 48262, 48294, 48344, 48400, 48480, 48547, 48587, 48655, 48665, 48744, 48852, 48953, 49023, 49086, 49184, 49204, 49273, 49273, 49427, 49538, 49631, 49702, 49710, 49775, 49775]","[747, 747, 786, 820, 872, 954, 1049, 1137, 1198, 1286, 1336, 1424, 1476, 1525, 1566, 1596, 1621, 1681, 1754, 1799, 1799, 1885, 1910, 1926, 1949, 2001, 2050, 2114, 2147, 2153, 2155, 2182, 2209, 2229, 2260, 2273, 2283, 2287, 2287, 2339, 2348, 2358, 2367, 2377, 2382, 2401, 2404, 2438, 2441, 2450, 2450, 2451, 2456, 2466, 2479, 2481, 2489, 2501, 2505, 2505, 2531, 2536, 2538, 2540, 2541, 2541, 2540, 2546, 2556, 2562, 2566, 2565, 2567, 2571, 2578, 2583, 2594, 2591, 2592, 2592, 2594, 2594, 2597, 2598, 2600, 2600, 2600, 2606, 2607, 2609, 2610, 2612, 2612, 2612, 2612, 2613, 2613, 2616, 2616, 2616, 2616, 2616]",Bavaria,2020-04-10,DEU-BY,"['NYT-World', 'DEU']",2020-07-19,49775,49775,2616,102.0,,,,13076721.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",state
"[4458, 4458, 4567, 4601, 4668, 4722, 4848, 4945, 5066, 5196, 5237, 5312, 5324, 5459, 5525, 5600, 5638, 5669, 5734, 5827, 5827, 5943, 5976, 6010, 6042, 6092, 6149, 6209, 6242, 6261, 6272, 6274, 6298, 6342, 6397, 6428, 6447, 6458, 6458, 6507, 6555, 6585, 6614, 6637, 6642, 6652, 6673, 6703, 6738, 6767, 6800, 6816, 6839, 6874, 6901, 6946, 6964, 6997, 7016, 7016, 7082, 7138, 7165, 7252, 7282, 7322, 7369, 7402, 7475, 7603, 7733, 7804, 7833, 7916, 7975, 8021, 8096, 8145, 8168, 8176, 8220, 8243, 8302, 8345, 8393, 8434, 8451, 8462, 8502, 8537, 8586, 8617, 8637, 8638, 8638, 8674, 8699, 8725, 8748, 8774, 8779, 8779]","[46, 46, 50, 51, 56, 62, 74, 84, 91, 94, 97, 105, 105, 112, 113, 123, 125, 127, 137, 147, 147, 152, 154, 154, 154, 159, 162, 163, 164, 165, 165, 165, 170, 173, 177, 181, 182, 180, 180, 186, 186, 190, 190, 191, 191, 191, 193, 195, 196, 197, 198, 198, 198, 198, 200, 200, 201, 205, 205, 205, 206, 208, 208, 208, 208, 208, 208, 209, 210, 211, 211, 211, 211, 211, 211, 212, 212, 213, 213, 213, 214, 214, 214, 214, 214, 215, 215, 215, 215, 216, 216, 216, 217, 217, 217, 220, 221, 221, 221, 221, 221, 221]","[4458, 4458, 4567, 4601, 4668, 4722, 4848, 4945, 5066, 5196, 5237, 5312, 5324, 5459, 5525, 5600, 5638, 5669, 5734, 5827, 5827, 5943, 5976, 6010, 6042, 6092, 6149, 6209, 6242, 6261, 6272, 6274, 6298, 6342, 6397, 6428, 6447, 6458, 6458, 6507, 6555, 6585, 6614, 6637, 6642, 6652, 6673, 6703, 6738, 6767, 6800, 6816, 6839, 6874, 6901, 6946, 6964, 6997, 7016, 7016, 7082, 7138, 7165, 7252, 7282, 7322, 7369, 7402, 7475, 7603, 7733, 7804, 7833, 7916, 7975, 8021, 8096, 8145, 8168, 8176, 8220, 8243, 8302, 8345, 8393, 8434, 8451, 8462, 8502, 8537, 8586, 8617, 8637, 8638, 8638, 8674, 8699, 8725, 8748, 8774, 8779, 8779]","[4458, 4458, 4567, 4601, 4668, 4722, 4848, 4945, 5066, 5196, 5237, 5312, 5324, 5459, 5525, 5600, 5638, 5669, 5734, 5827, 5827, 5943, 5976, 6010, 6042, 6092, 6149, 6209, 6242, 6261, 6272, 6274, 6298, 6342, 6397, 6428, 6447, 6458, 6458, 6507, 6555, 6585, 6614, 6637, 6642, 6652, 6673, 6703, 6738, 6767, 6800, 6816, 6839, 6874, 6901, 6946, 6964, 6997, 7016, 7016, 7082, 7138, 7165, 7252, 7282, 7322, 7369, 7402, 7475, 7603, 7733, 7804, 7833, 7916, 7975, 8021, 8096, 8145, 8168, 8176, 8220, 8243, 8302, 8345, 8393, 8434, 8451, 8462, 8502, 8537, 8586, 8617, 8637, 8638, 8638, 8674, 8699, 8725, 8748, 8774, 8779, 8779]","[46, 46, 50, 51, 56, 62, 74, 84, 91, 94, 97, 105, 105, 112, 113, 123, 125, 127, 137, 147, 147, 152, 154, 154, 154, 159, 162, 163, 164, 165, 165, 165, 170, 173, 177, 181, 182, 180, 180, 186, 186, 190, 190, 191, 191, 191, 193, 195, 196, 197, 198, 198, 198, 198, 200, 200, 201, 205, 205, 205, 206, 208, 208, 208, 208, 208, 208, 209, 210, 211, 211, 211, 211, 211, 211, 212, 212, 213, 213, 213, 214, 214, 214, 214, 214, 215, 215, 215, 215, 216, 216, 216, 217, 217, 217, 220, 221, 221, 221, 221, 221, 221]",Berlin,2020-04-10,DEU-BE,"['NYT-World', 'DEU']",2020-07-19,8779,8779,221,102.0,,,,3644826.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",state
